"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","stimulus","rt","response","question_order","task","correct_response","correct"
"","","","","","html-keyboard-response","10","2.1.0","4","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","11","2.1.0","4","happy_img/happyChild6.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","12","2.1.0","4","6basicemotions.png","584","g","","response","f","false"
"","","","","","html-keyboard-response","13","2.1.0","4","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","14","2.1.0","5","angry_img/angryChild5.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","15","2.1.0","5","6basicemotions.png","706","g","","response","h","false"
"","","","","","html-keyboard-response","16","2.1.0","5","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","17","2.1.0","5","happy_img/happyChild8.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","18","2.1.0","5","6basicemotions.png","530","h","","response","f","false"
"","","","","","html-keyboard-response","19","2.1.0","5","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","20","2.1.0","5","angry_img/angryChild6.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","21","2.1.0","6","6basicemotions.png","612","f","","response","h","false"
"","","","","","html-keyboard-response","22","2.1.0","6","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","23","2.1.0","6","angry_img/angryChild1.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","24","2.1.0","6","6basicemotions.png","543","h","","response","h","true"
"","","","","","html-keyboard-response","25","2.1.0","6","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","26","2.1.0","6","sad_img/sadChild7.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","27","2.1.0","6","6basicemotions.png","573","f","","response","g","false"
"","","","","","html-keyboard-response","28","2.1.0","6","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","29","2.1.0","6","happy_img/happyChild7.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","30","2.1.0","7","6basicemotions.png","533","h","","response","f","false"
"","","","","","html-keyboard-response","31","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","32","2.1.0","7","sad_img/sadChild3.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","33","2.1.0","7","6basicemotions.png","534","g","","response","g","true"
"","","","","","html-keyboard-response","34","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","35","2.1.0","7","sad_img/sadChild8.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","36","2.1.0","7","6basicemotions.png","711","g","","response","g","true"
"","","","","","html-keyboard-response","37","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","38","2.1.0","7","happy_img/happyChild2.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","39","2.1.0","7","6basicemotions.png","845","h","","response","f","false"
"","","","","","html-keyboard-response","40","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","41","2.1.0","7","angry_img/angryChild2.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","42","2.1.0","8","6basicemotions.png","583","h","","response","h","true"
"","","","","","html-keyboard-response","43","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","44","2.1.0","8","sad_img/sadChild2.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","45","2.1.0","8","6basicemotions.png","772","h","","response","g","false"
"","","","","","html-keyboard-response","46","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","47","2.1.0","8","angry_img/angryChild3.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","48","2.1.0","8","6basicemotions.png","654","g","","response","h","false"
"","","","","","html-keyboard-response","49","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","50","2.1.0","8","happy_img/happyChild3.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","51","2.1.0","8","6basicemotions.png","669","f","","response","f","true"
"","","","","","html-keyboard-response","52","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","53","2.1.0","9","sad_img/sadChild5.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","54","2.1.0","9","6basicemotions.png","508","h","","response","g","false"
"","","","","","html-keyboard-response","55","2.1.0","9","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","56","2.1.0","9","happy_img/happyChild5.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","57","2.1.0","9","6basicemotions.png","1188","f","","response","f","true"
"","","","","","html-keyboard-response","58","2.1.0","9","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","59","2.1.0","9","sad_img/sadChild1.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","60","2.1.0","9","6basicemotions.png","505","h","","response","g","false"
"","","","","","html-keyboard-response","61","2.1.0","9","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","62","2.1.0","9","happy_img/happyChild4.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","63","2.1.0","9","6basicemotions.png","853","g","","response","f","false"
"","","","","","html-keyboard-response","64","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","65","2.1.0","10","happy_img/happyChild1.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","66","2.1.0","10","6basicemotions.png","541","f","","response","f","true"
"","","","","","html-keyboard-response","67","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","68","2.1.0","10","angry_img/angryChild8.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","69","2.1.0","10","6basicemotions.png","631","f","","response","h","false"
"","","","","","html-keyboard-response","70","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","71","2.1.0","10","angry_img/angryChild7.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","72","2.1.0","10","6basicemotions.png","460","g","","response","h","false"
"","","","","","html-keyboard-response","73","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","74","2.1.0","10","sad_img/sadChild6.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","75","2.1.0","10","6basicemotions.png","702","h","","response","g","false"
"","","","","","html-keyboard-response","76","2.1.0","11","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","77","2.1.0","11","angry_img/angryChild4.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","78","2.1.0","11","6basicemotions.png","549","h","","response","h","true"
"","","","","","html-button-response","79","2.1.0","11","<p><strong>Congratulations! You have completed the first part of the experiment!</strong></p>
      <p>This last part is a survey on how you work in the classroom and at home.</p>
      <p><strong>Steps:</strong></p>

      <p>1) Read the statement.</p>

      <p>2) If you think that the statement describes you, click <strong>'Agree'</strong></p>
      <p>If you think that the statement DOES NOT describe you, click <strong>'Disagree'</strong>.</p>
      
      <p>3) Click the 'Next' button to move on to the next set of questions</p>
      <p>4) At the end of the survey, click the 'Submit Survey' button when you have completed all the questions</p>

      ","667","0","","","",""
"","","","","","survey-multi-choice","80","2.1.0","11","","2922","{""hyperactivity_reverse"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","81","2.1.0","11","","2762","{""inattention_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","82","2.1.0","11","","1825","{""hyperactivity"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","83","2.1.0","12","","2993","{""inattention"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","84","2.1.0","12","","2897","{""inattention_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","85","2.1.0","12","","2466","{""inattention"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","86","2.1.0","12","","2922","{""hyperactivity"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","87","2.1.0","12","","4162","{""hyperactivity_reverse"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","88","2.1.0","12","","2681","{""inattention_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","89","2.1.0","12","","3134","{""inattention"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","90","2.1.0","12","","2753","{""hyperactivity"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","91","2.1.0","13","","3079","{""hyperactivity_reverse"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","92","2.1.0","13","","2083","{""gender"":""Girl""}","[0]","gender","",""
"","","","","","html-button-response","93","2.1.0","13","
      <p>Thank you for participating in this study!</p>
      <div><img src='thankYou.png'></img></div>
      <p>Click the 'Exit' button below to finish the experiment:</p>","558","0","","","",""
