"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","stimulus","rt","response","question_order","task","correct_response","correct"
"","","","","","image-keyboard-response","30","2.1.0","7","6basicemotions.png","552","g","","response","f","false"
"","","","","","html-keyboard-response","31","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","32","2.1.0","7","sad_img/sadChild7.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","33","2.1.0","7","6basicemotions.png","871","h","","response","g","false"
"","","","","","html-keyboard-response","34","2.1.0","7","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","35","2.1.0","8","angry_img/angryChild8.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","36","2.1.0","8","6basicemotions.png","582","h","","response","h","true"
"","","","","","html-keyboard-response","37","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","38","2.1.0","8","angry_img/angryChild1.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","39","2.1.0","8","6basicemotions.png","748","h","","response","h","true"
"","","","","","html-keyboard-response","40","2.1.0","8","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","41","2.1.0","9","happy_img/happyChild2.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","42","2.1.0","9","6basicemotions.png","548","h","","response","f","false"
"","","","","","html-keyboard-response","43","2.1.0","9","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","44","2.1.0","9","happy_img/happyChild6.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","45","2.1.0","9","6basicemotions.png","588","g","","response","f","false"
"","","","","","html-keyboard-response","46","2.1.0","9","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","47","2.1.0","10","angry_img/angryChild4.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","48","2.1.0","10","6basicemotions.png","492","h","","response","h","true"
"","","","","","html-keyboard-response","49","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","50","2.1.0","10","happy_img/happyChild3.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","51","2.1.0","10","6basicemotions.png","561","h","","response","f","false"
"","","","","","html-keyboard-response","52","2.1.0","10","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","53","2.1.0","11","sad_img/sadChild2.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","54","2.1.0","11","6basicemotions.png","622","g","","response","g","true"
"","","","","","html-keyboard-response","55","2.1.0","11","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","56","2.1.0","11","happy_img/happyChild5.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","57","2.1.0","11","6basicemotions.png","484","g","","response","f","false"
"","","","","","html-keyboard-response","58","2.1.0","11","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","59","2.1.0","12","sad_img/sadChild4.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","60","2.1.0","12","6basicemotions.png","1147","g","","response","g","true"
"","","","","","html-keyboard-response","61","2.1.0","12","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","62","2.1.0","12","angry_img/angryChild6.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","63","2.1.0","12","6basicemotions.png","600","g","","response","h","false"
"","","","","","html-keyboard-response","64","2.1.0","12","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","65","2.1.0","13","sad_img/sadChild3.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","66","2.1.0","13","6basicemotions.png","792","f","","response","g","false"
"","","","","","html-keyboard-response","67","2.1.0","13","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","68","2.1.0","13","sad_img/sadChild6.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","69","2.1.0","13","6basicemotions.png","659","h","","response","g","false"
"","","","","","html-keyboard-response","70","2.1.0","13","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","71","2.1.0","13","sad_img/sadChild5.png","null","null","","scene","sad.png",""
"","","","","","image-keyboard-response","72","2.1.0","13","6basicemotions.png","594","f","","response","g","false"
"","","","","","html-keyboard-response","73","2.1.0","13","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","74","2.1.0","13","happy_img/happyChild7.png","null","null","","scene","happy.png",""
"","","","","","image-keyboard-response","75","2.1.0","13","6basicemotions.png","552","h","","response","f","false"
"","","","","","html-keyboard-response","76","2.1.0","14","<div style=""font-size:60px;"">+</div>","null","null","","fixation","",""
"","","","","","image-keyboard-response","77","2.1.0","14","angry_img/angryChild3.png","null","null","","scene","angry.png",""
"","","","","","image-keyboard-response","78","2.1.0","14","6basicemotions.png","664","g","","response","h","false"
"","","","","","html-button-response","79","2.1.0","14","<p><strong>Congratulations! You have completed the first part of the experiment!</strong></p>
      <p>This last part is a survey on how you work in the classroom and at home.</p>
      <p><strong>Steps:</strong></p>

      <p>1) Read the statement.</p>

      <p>2) If you think that the statement describes you, click <strong>'Agree'</strong></p>
      <p>If you think that the statement DOES NOT describe you, click <strong>'Disagree'</strong>.</p>
      
      <p>3) Click the 'Next' button to move on to the next set of questions</p>
      <p>4) At the end of the survey, click the 'Submit Survey' button when you have completed all the questions</p>

      ","824","0","","","",""
"","","","","","survey-multi-choice","80","2.1.0","14","","1833","{""inattention_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","81","2.1.0","14","","2986","{""hyperactivity"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","82","2.1.0","14","","2298","{""inattention"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","83","2.1.0","15","","2104","{""inattention_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","84","2.1.0","15","","1815","{""inattention"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","85","2.1.0","15","","2765","{""hyperactivity_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","86","2.1.0","15","","3385","{""hyperactivity"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","87","2.1.0","15","","2752","{""hyperactivity"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","88","2.1.0","15","","2644","{""hyperactivity_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","89","2.1.0","16","","2533","{""inattention"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","90","2.1.0","16","","2446","{""hyperactivity_reverse"":""Agree""}","[0]","survey","",""
"","","","","","survey-multi-choice","91","2.1.0","16","","2247","{""inattention_reverse"":""Disagree""}","[0]","survey","",""
"","","","","","survey-multi-choice","92","2.1.0","16","","3150","{""gender"":""Boy""}","[0]","gender","",""
"","","","","","html-button-response","93","2.1.0","16","
      <p>Thank you for participating in this study!</p>
      <div><img src='thankYou.png'></img></div>
      <p>Click the 'Exit' button below to finish the experiment:</p>","591","0","","","",""
